"MOD_NAME","ITM_NAME","SEQ_NO","DSCR","ITM_TYPE","FLD_LEN","DECML","MIN_LEN","MAX_LEN","CODELIST","update_stamp"
"LINEORNT","DVS_JLO_MSSA","47","Derived-MOANS (Age)","NUMBER","8","","","","","2017-06-12 07:11:47.0"
"LINEORNT","DVS_JLO_MSSAE","48","Derived-MOANS (Age and Education)","NUMBER","8","2","","","","2017-06-12 07:11:47.0"
"LINEORNT","ORIG_ENTRY","101","Date of original data entry","DATE","","","","","","2017-06-12 07:11:47.0"
"LINEORNT","LAST_UPDATE","102","Date of most recent update to record","DATE","","","","","","2017-06-12 07:11:47.0"
"LINEORNT","QUERY","103","Any open/pending queries on this record","NUMBER","8","","","","","2017-06-12 07:11:47.0"
"LINEORNT","SITE_APRV","104","Date site approved the data","DATE","","","","","","2017-06-12 07:11:47.0"
"LNSPD","","0","Letter - Number Sequencing (PD)","","","","","","","2017-06-12 07:11:47.0"
"LNSPD","REC_ID","1","Record ID","NUMBER","12","0","","","","2017-06-12 07:11:47.0"
"LNSPD","F_STATUS","2","Data status: Verified, Secured or Locked","CHAR","1","","","","","2017-06-12 07:11:47.0"
"LNSPD","CNO","3","Center Number","CHAR","4","","","","","2017-06-12 07:11:47.0"
"LNSPD","PATNO","4","Patient Number","CHAR","8","","","","","2017-06-12 07:11:47.0"
"LNSPD","EVENT_ID","5","Event Name","CHAR","8","","","","","2017-06-12 07:11:47.0"
"LNSPD","PAG_NAME","6","Page Name","CHAR","8","","","","","2017-06-12 07:11:47.0"
"LNSPD","INFODT","7","Event Date","DATE","","","","","","2017-06-12 07:11:47.0"
"LNSPD","LNS1A","8","Trial 1a","NUMBER","1","0","0","1","","2017-06-12 07:11:47.0"
"LNSPD","LNS1B","9","Trial 1b","NUMBER","1","0","0","1","","2017-06-12 07:11:47.0"
"LNSPD","LNS1C","10","Trial 1c","NUMBER","1","0","0","1","","2017-06-12 07:11:47.0"
"LNSPD","LNS2A","11","Trial 2a","NUMBER","1","0","0","1","","2017-06-12 07:11:47.0"
"LNSPD","LNS2B","12","Trial 2b","NUMBER","1","0","0","1","","2017-06-12 07:11:47.0"
"LNSPD","LNS2C","13","Trial 2c","NUMBER","1","0","0","1","","2017-06-12 07:11:47.0"
"LNSPD","LNS3A","14","Trial 3a","NUMBER","1","0","0","1","","2017-06-12 07:11:47.0"
"LNSPD","LNS3B","15","Trial 3b","NUMBER","1","0","0","1","","2017-06-12 07:11:47.0"
"LNSPD","LNS3C","16","Trial 3c","NUMBER","1","0","0","1","","2017-06-12 07:11:47.0"
"LNSPD","LNS4A","17","Trial 4a","NUMBER","1","0","0","1","","2017-06-12 07:11:47.0"
"LNSPD","LNS4B","18","Trial 4b","NUMBER","1","0","0","1","","2017-06-12 07:11:47.0"
"LNSPD","LNS4C","19","Trial 4c","NUMBER","1","0","0","1","","2017-06-12 07:11:47.0"
"LNSPD","LNS5A","20","Trial 5a","NUMBER","1","0","0","1","","2017-06-12 07:11:47.0"
"LNSPD","LNS5B","21","Trial 5b","NUMBER","1","0","0","1","","2017-06-12 07:11:47.0"
"LNSPD","LNS5C","22","Trial 5c","NUMBER","1","0","0","1","","2017-06-12 07:11:47.0"
"LNSPD","LNS6A","23","Trial 6a","NUMBER","1","0","0","1","","2017-06-12 07:11:47.0"
"LNSPD","LNS6B","24","Trial 6b","NUMBER","1","0","0","1","","2017-06-12 07:11:47.0"
"LNSPD","LNS6C","25","Trial 6c","NUMBER","1","0","0","1","","2017-06-12 07:11:47.0"
"LNSPD","LNS7A","26","Trial 7a","NUMBER","1","0","0","1","","2017-06-12 07:11:47.0"
"LNSPD","LNS7B","27","Trial 7b","NUMBER","1","0","0","1","","2017-06-12 07:11:47.0"
"LNSPD","LNS7C","28","Trial 7c","NUMBER","1","0","0","1","","2017-06-12 07:11:47.0"
"LNSPD","LNS_TOTRAW","29","LNS-Sum questions 1-7","NUMBER","8","","","","","2017-06-12 07:11:47.0"
"LNSPD","AGE_ASSESS_LNS","30","Age at Assessment - LNS","NUMBER","8","","","","","2017-06-12 07:11:47.0"
"LNSPD","DVS_LNS","31","Derived-LNS Scaled Score","NUMBER","8","","","","","2017-06-12 07:11:47.0"
"LNSPD","ORIG_ENTRY","101","Date of original data entry","DATE","","","","","","2017-06-12 07:11:47.0"
"LNSPD","LAST_UPDATE","102","Date of most recent update to record","DATE","","","","","","2017-06-12 07:11:47.0"
"LNSPD","QUERY","103","Any open/pending queries on this record","NUMBER","8","","","","","2017-06-12 07:11:47.0"
"LNSPD","SITE_APRV","104","Date site approved the data","DATE","","","","","","2017-06-12 07:11:47.0"
"LUMBAR","","0","Lumbar Puncture","","","","","","","2017-06-12 07:11:47.0"
"LUMBAR","REC_ID","1","Record ID","NUMBER","12","0","","","","2017-06-12 07:11:47.0"
"LUMBAR","F_STATUS","2","Data status: Verified, Secured or Locked","CHAR","1","","","","","2017-06-12 07:11:47.0"
"LUMBAR","CNO","3","Center Number","CHAR","4","","","","","2017-06-12 07:11:47.0"
"LUMBAR","PATNO","4","Patient Number","CHAR","8","","","","","2017-06-12 07:11:47.0"
"LUMBAR","EVENT_ID","5","Event Name","CHAR","8","","","","","2017-06-12 07:11:47.0"
"LUMBAR","PAG_NAME","6","Page Name","CHAR","8","","","","","2017-06-12 07:11:47.0"
"LUMBAR","INFODT","7","Event Date","DATE","","","","","","2017-06-12 07:11:47.0"
"LUMBAR","LMDT","8","Date of last intake of food","DATE","","","","","","2017-06-12 07:11:47.0"
"LUMBAR","LMTM","9","Time of last intake of food","TIME","","","","","","2017-06-12 07:11:47.0"
"LUMBAR","FASTSTAT","10","Fasting Status","CHAR","1","","","","FASTSTAT","2017-06-12 07:11:47.0"
"LUMBAR","PDMEDYN","11","Is subject on medication for PD","CHAR","1","","","","YN","2017-06-12 07:11:47.0"
"LUMBAR","PDMEDDT","12","Date of most recent PD med dose","DATE","","","","","","2017-06-12 07:11:47.0"
"LUMBAR","PDMEDTM","13","Time of most recent PD med dose","TIME","","","","","","2017-06-12 07:11:47.0"
"LUMBAR","CSFCOLL","14","Lumbar puncture for CSF","CHAR","1","","","","LABATMP","2017-06-12 07:11:47.0"
"LUMBAR","LPNDRSN","15","Lumbar puncture not done reason","CHAR","1","","","","LPNDRSN","2017-06-12 07:11:47.0"
"LUMBAR","CSFDT","16","Date CSF collected","DATE","","","","","","2017-06-12 07:11:47.0"
"LUMBAR","CSFNEEDL","17","Needle used for CSF","CHAR","1","","","","CSFNEEDL","2017-06-12 07:11:47.0"
"LUMBAR","CSFMETHD","18","Method used for CSF","CHAR","1","","","","CSFMETHD","2017-06-12 07:11:47.0"
"LUMBAR","LPSITE","19","Lumbar puncture site","CHAR","1","","","","LPSITE","2017-06-12 07:11:47.0"
"LUMBAR","LPPOSITN","20","Lumbar puncture position","CHAR","1","","","","LPPOSITN","2017-06-12 07:11:47.0"
"LUMBAR","CSFTM","21","Time CSF collected","TIME","","","","","","2017-06-12 07:11:47.0"
"LUMBAR","CSFVPRI","22","Volume of CSF collected","NUMBER","3","0","1","25","","2017-06-12 07:11:47.0"
"LUMBAR","CSFSPNTM","23","Time CSF centrifuge","TIME","","","","","","2017-06-12 07:11:47.0"
"LUMBAR","CSFSPNRT","24","CSF spin rate","NUMBER","4","0","","","","2017-06-12 07:11:47.0"
"LUMBAR","CSFSPNDR","25","Duration of CSF centrifugation","NUMBER","2","0","8","14","","2017-06-12 07:11:47.0"
"LUMBAR","CSFCFRG","26","CSF spin temperature","NUMBER","3","0","18","25","","2017-06-12 07:11:47.0"
"LUMBAR","CSFALQTM","27","Time CSF aliquotted","TIME","","","","","","2017-06-12 07:11:47.0"
"LUMBAR","CSFVAFT","28","Volume of CSF aliquotted","NUMBER","3","0","13","20","","2017-06-12 07:11:47.0"
"LUMBAR","CSFALQN","29","Number of aliquot tubes","NUMBER","2","0","9","14","","2017-06-12 07:11:47.0"
"LUMBAR","SMPDSCRD","30","Bloody tap","CHAR","1","","","","YN","2017-06-12 07:11:47.0"
"LUMBAR","CSFFFTM","31","CSF placed in freezer","TIME","","","","","","2017-06-12 07:11:47.0"
"LUMBAR","CSFSTTMP","32","CSF freezer temp","NUMBER","3","0","-90","-70","","2017-06-12 07:11:47.0"
"LUMBAR","SMPLOCAL","33","Sample sent to local lab","CHAR","1","","","","YN","2017-06-12 07:11:47.0"
"LUMBAR","WBCRSLT","34","White blood cell count","NUMBER","7","3","","","","2017-06-12 07:11:47.0"
"LUMBAR","WBCUNITB","36","Wht blood cell count units-mm3 mcL L oth","CHAR","1","","","","BCUNITB","2017-06-12 07:11:47.0"
"LUMBAR","WBCOTHCM","37","WBC Units - other","CHAR","50","","","","","2017-06-12 07:11:47.0"
"LUMBAR","RBCRSLT","38","Red blood cell count","NUMBER","7","3","","","","2017-06-12 07:11:47.0"
"LUMBAR","RBCUNITB","40","Red blood cell count units-mm3 mcL L oth","CHAR","1","","","","BCUNITB","2017-06-12 07:11:47.0"
"LUMBAR","RBCOTHCM","41","RBC Units - other","CHAR","50","","","","","2017-06-12 07:11:47.0"
"LUMBAR","TOPRRSLT","42","Total protein","NUMBER","5","2","","","","2017-06-12 07:11:47.0"
"LUMBAR","TOPRUNIT","43","Total protein units","CHAR","8","","","","TOPRUNIT","2017-06-12 07:11:47.0"
"LUMBAR","TGLCRSLT","44","Total glucose","NUMBER","5","2","","","","2017-06-12 07:11:47.0"
"LUMBAR","TGLCUNIT","45","Total glucose units","CHAR","8","","","","TGLCUNIT","2017-06-12 07:11:47.0"
"LUMBAR","FLUORO","46","Was fluoroscopy performed","CHAR","1","","","","YN","2017-06-12 07:11:47.0"
"LUMBAR","FLUORODT","47","Date of fluoroscopy","DATE","","","","","","2017-06-12 07:11:47.0"
"LUMBAR","SPFI","48","Was lumbar spine film performed","CHAR","1","","","","YN","2017-06-12 07:11:47.0"
"LUMBAR","SPFIDT","49","Date of spine film","DATE","","","","","","2017-06-12 07:11:47.0"
"LUMBAR","COMM","50","Comments","CHAR","240","","","","","2017-06-12 07:11:47.0"
"LUMBAR","ORIG_ENTRY","101","Date of original data entry","DATE","","","","","","2017-06-12 07:11:47.0"
"LUMBAR","LAST_UPDATE","102","Date of most recent update to record","DATE","","","","","","2017-06-12 07:11:47.0"
"LUMBAR","QUERY","103","Any open/pending queries on this record","NUMBER","8","","","","","2017-06-12 07:11:47.0"
"LUMBAR","SITE_APRV","104","Date site approved the data","DATE","","","","","","2017-06-12 07:11:47.0"
"MHXGEN","","0","Medical History (General)","","","","","","","2017-06-12 07:11:47.0"
"MHXGEN","REC_ID","1","Record ID","NUMBER","12","0","","","","2017-06-12 07:11:47.0"
"MHXGEN","F_STATUS","2","Data status: Verified, Secured or Locked","CHAR","1","","","","","2017-06-12 07:11:47.0"
"MHXGEN","CNO","3","Center Number","CHAR","4","","","","","2017-06-12 07:11:47.0"
"MHXGEN","PATNO","4","Patient Number","CHAR","8","","","","","2017-06-12 07:11:47.0"
"MHXGEN","EVENT_ID","5","Event Name","CHAR","8","","","","","2017-06-12 07:11:47.0"
"MHXGEN","PAG_NAME","6","Page Name","CHAR","8","","","","","2017-06-12 07:11:47.0"
"MHXGEN","INFODT","7","Event Date","DATE","","","","","","2017-06-12 07:11:47.0"
"MHXGEN","MHCAT","8","Medical History Category","CHAR","50","","","","","2017-06-12 07:11:47.0"
"MHXGEN","MHROW","9","Category Seq. Num.","NUMBER","2","0","","","","2017-06-12 07:11:47.0"
"MHXGEN","MHHX","10","Category History","CHAR","1","","","","YNONE","2017-06-12 07:11:47.0"
"MHXGEN","MHTERM","11","MH Description","CHAR","200","","","","","2017-06-12 07:11:47.0"
"MHXGEN","MHACTRES","12","Status of symptom","CHAR","1","","","","STATUS","2017-06-12 07:11:47.0"
"MHXGEN","MHDIAGYR","13","Year of Diagnosis","NUMBER","4","0","","","","2017-06-12 07:11:47.0"
"MHXGEN","SEQNO","14","Sequence Number","NUMBER","4","0","","","","2017-06-12 07:11:47.0"
"MHXGEN","VERBATIM","15","Verbatim Term","CHAR","100","","","","","2017-06-12 07:11:47.0"
"MHXGEN","LLT_NAME","16","Low Level Term","CHAR","100","","","","","2017-06-12 07:11:47.0"
"MHXGEN","PT_CODE","17","Preferred Term Code","NUMBER","15","0","","","","2017-06-12 07:11:47.0"
"MHXGEN","PT_NAME","18","Preferred Term Name","CHAR","120","","","","","2017-06-12 07:11:47.0"
"MHXGEN","HLT_NAME","19","High Level Term","CHAR","120","","","","","2017-06-12 07:11:47.0"
"MHXGEN","HLGTNAME","20","High Level Group Term","CHAR","120","","","","","2017-06-12 07:11:47.0"
"MHXGEN","SOCABBR1","21","System Organ Class 1","CHAR","5","","","","","2017-06-12 07:11:47.0"
"MHXGEN","VMEDDRA","22","MedDRA Version","CHAR","8","","","","","2017-06-12 07:11:47.0"
"MHXGEN","ORIG_ENTRY","101","Date of original data entry","DATE","","","","","","2017-06-12 07:11:47.0"
"MHXGEN","LAST_UPDATE","102","Date of most recent update to record","DATE","","","","","","2017-06-12 07:11:47.0"
"MHXGEN","QUERY","103","Any open/pending queries on this record","NUMBER","8","","","","","2017-06-12 07:11:47.0"
"MHXGEN","SITE_APRV","104","Date site approved the data","DATE","","","","","","2017-06-12 07:11:47.0"
"MOCA","","0","Montreal Cognitive Assessment (MoCA)","","","","","","","2017-06-12 07:11:47.0"
"MOCA","REC_ID","1","Record ID","NUMBER","12","0","","","","2017-06-12 07:11:47.0"
"MOCA","F_STATUS","2","Data status: Verified, Secured or Locked","CHAR","1","","","","","2017-06-12 07:11:47.0"
"MOCA","CNO","3","Center Number","CHAR","4","","","","","2017-06-12 07:11:47.0"
"MOCA","PATNO","4","Patient Number","CHAR","8","","","","","2017-06-12 07:11:47.0"
"MOCA","EVENT_ID","5","Event Name","CHAR","8","","","","","2017-06-12 07:11:47.0"
"MOCA","PAG_NAME","6","Page Name","CHAR","8","","","","","2017-06-12 07:11:47.0"
"MOCA","INFODT","7","Event Date","DATE","","","","","","2017-06-12 07:11:47.0"
"MOCA","MCAALTTM","9","Alternating Trail Making","NUMBER","1","0","0","1","","2017-06-12 07:11:47.0"
"MOCA","MCACUBE","10","Visuoconstructional Skills (Cube)","NUMBER","1","0","0","1","","2017-06-12 07:11:47.0"
"MOCA","MCACLCKC","12","Visuoconstructional Skills (Clock Cont)","NUMBER","1","0","0","1","","2017-06-12 07:11:47.0"
"MOCA","MCACLCKN","13","Visuoconstructional Skills (Clock Num)","NUMBER","1","0","0","1","","2017-06-12 07:11:47.0"
"MOCA","MCACLCKH","14","Visuoconstructional Skills (Clock Hands)","NUMBER","1","0","0","1","","2017-06-12 07:11:47.0"
"MOCA","MCALION","16","Naming - Lion","NUMBER","1","0","0","1","","2017-06-12 07:11:47.0"
"MOCA","MCARHINO","17","Naming - Rhino","NUMBER","1","0","0","1","","2017-06-12 07:11:47.0"
"MOCA","MCACAMEL","18","Naming - Camel","NUMBER","1","0","0","1","","2017-06-12 07:11:47.0"
"MOCA","MCAFDS","20","Attention - Forward Digit Span","NUMBER","1","0","0","1","","2017-06-12 07:11:47.0"
"MOCA","MCABDS","21","Attention - Backward Digit Span","NUMBER","1","0","0","1","","2017-06-12 07:11:47.0"
"MOCA","MCAVIGIL","22","Attention - Vigilance","NUMBER","1","0","0","1","","2017-06-12 07:11:47.0"
"MOCA","MCASER7","23","Attention - Serial 7s","NUMBER","1","0","0","3","","2017-06-12 07:11:47.0"
"MOCA","MCASNTNC","24","Sentence Repetition","NUMBER","1","0","0","2","","2017-06-12 07:11:47.0"
"MOCA","MCAVFNUM","25","Verbal Fluency - Number of words","NUMBER","3","0","","","","2017-06-12 07:11:47.0"
"MOCA","MCAVF","26","Verbal Fluency","NUMBER","1","0","0","1","","2017-06-12 07:11:47.0"
"MOCA","MCAABSTR","27","Abstraction","NUMBER","1","0","0","2","","2017-06-12 07:11:47.0"
"MOCA","MCAREC1","29","Delayed Recall - Face","NUMBER","1","0","0","1","","2017-06-12 07:11:47.0"
"MOCA","MCAREC2","30","Delayed Recall - Velvet","NUMBER","1","0","0","1","","2017-06-12 07:11:47.0"
"MOCA","MCAREC3","31","Delayed Recall - Church","NUMBER","1","0","0","1","","2017-06-12 07:11:47.0"
"MOCA","MCAREC4","32","Delayed Recall - Daisy","NUMBER","1","0","0","1","","2017-06-12 07:11:47.0"
"MOCA","MCAREC5","33","Delayed Recall - Red","NUMBER","1","0","0","1","","2017-06-12 07:11:47.0"
"MOCA","MCADATE","35","Orientation - Date","NUMBER","1","0","0","1","","2017-06-12 07:11:47.0"
"MOCA","MCAMONTH","36","Orientation - Month","NUMBER","1","0","0","1","","2017-06-12 07:11:47.0"
"MOCA","MCAYR","37","Orientation - Year","NUMBER","1","0","0","1","","2017-06-12 07:11:47.0"
"MOCA","MCADAY","38","Orientation - Day","NUMBER","1","0","0","1","","2017-06-12 07:11:47.0"
"MOCA","MCAPLACE","39","Orientation - Place","NUMBER","1","0","0","1","","2017-06-12 07:11:47.0"
"MOCA","MCACITY","40","Orientation - City","NUMBER","1","0","0","1","","2017-06-12 07:11:47.0"
"MOCA","MCATOT","41","MoCA Total Score","NUMBER","2","0","0","31","","2017-06-12 07:11:47.0"
"MOCA","ORIG_ENTRY","101","Date of original data entry","DATE","","","","","","2017-06-12 07:11:47.0"
"MOCA","LAST_UPDATE","102","Date of most recent update to record","DATE","","","","","","2017-06-12 07:11:47.0"
"MOCA","QUERY","103","Any open/pending queries on this record","NUMBER","8","","","","","2017-06-12 07:11:47.0"
"MOCA","SITE_APRV","104","Date site approved the data","DATE","","","","","","2017-06-12 07:11:47.0"
"MODBSTN","","0","Modified Boston Naming Test","","","","","","","2018-05-13 00:49:37.0"
"MODBSTN","REC_ID","1","Record ID","NUMBER","12","0","","","","2018-05-13 00:49:37.0"
"MODBSTN","F_STATUS","2","Data status: Verified, Secured or Locked","CHAR","1","","","","","2018-05-13 00:49:37.0"
"MODBSTN","CNO","3","Center Number","CHAR","4","","","","","2018-05-13 00:49:37.0"
"MODBSTN","PATNO","4","Patient Number","CHAR","8","","","","","2018-05-13 00:49:37.0"
"MODBSTN","EVENT_ID","5","Event Name","CHAR","8","","","","","2018-05-13 00:49:37.0"
"MODBSTN","PAG_NAME","6","Page Name","CHAR","8","","","","","2018-05-13 00:49:37.0"
"MODBSTN","INFODT","7","Event Date","DATE","","","","","","2018-05-13 00:49:37.0"
"MODBSTN","MBSTNSCR","8","Mod Boston Naming Test - spont correct","NUMBER","3","0","0","","","2018-07-08 00:53:41.0"
"MODBSTN","MBSTNCRC","9","Mod Boston Naming Test - stimuli correct","NUMBER","3","0","0","","","2018-07-08 00:53:41.0"
"MODBSTN","MBSTNCRR","10","Modified Boston Naming Test - correct","NUMBER","3","0","0","","","2018-07-08 00:53:41.0"
"MODBSTN","ORIG_ENTRY","101","Date of original data entry","DATE","","","","","","2018-05-13 00:49:37.0"
"MODBSTN","LAST_UPDATE","102","Date of most recent update to record","DATE","","","","","","2018-05-13 00:49:37.0"
"MODBSTN","QUERY","103","Any open/pending queries on this record","NUMBER","8","","","","","2018-05-13 00:49:37.0"
"MODBSTN","SITE_APRV","104","Date site approved the data","DATE","","","","","","2018-05-13 00:49:37.0"
"MODSEADL","","0","Modified Schwab + England ADL","","","","","","","2017-06-12 07:11:47.0"
"MODSEADL","REC_ID","1","Record ID","NUMBER","12","0","","","","2017-06-12 07:11:47.0"
"MODSEADL","F_STATUS","2","Data status: Verified, Secured or Locked","CHAR","1","","","","","2017-06-12 07:11:47.0"
"MODSEADL","CNO","3","Center Number","CHAR","4","","","","","2017-06-12 07:11:47.0"
"MODSEADL","PATNO","4","Patient Number","CHAR","8","","","","","2017-06-12 07:11:47.0"
"MODSEADL","EVENT_ID","5","Event Name","CHAR","8","","","","","2017-06-12 07:11:47.0"
"MODSEADL","PAG_NAME","6","Page Name","CHAR","8","","","","","2017-06-12 07:11:47.0"
"MODSEADL","INFODT","7","Event Date","DATE","","","","","","2017-06-12 07:11:47.0"
"MODSEADL","MSEADLG","12","Modified Schwab and England - Overall","NUMBER","3","0","","","MODSWEN","2017-06-12 07:11:47.0"
"MODSEADL","STAFFCD","15","Examiner","CHAR","4","","","","","2017-06-12 07:11:47.0"
"MODSEADL","ORIG_ENTRY","101","Date of original data entry","DATE","","","","","","2017-06-12 07:11:47.0"
"MODSEADL","LAST_UPDATE","102","Date of most recent update to record","DATE","","","","","","2017-06-12 07:11:47.0"
"MODSEADL","QUERY","103","Any open/pending queries on this record","NUMBER","8","","","","","2017-06-12 07:11:47.0"
"MODSEADL","SITE_APRV","104","Date site approved the data","DATE","","","","","","2017-06-12 07:11:47.0"
"MRI","","0","Magnetic Resonance Imaging","","","","","","","2017-06-12 07:11:47.0"
"MRI","REC_ID","1","Record ID","NUMBER","12","0","","","","2017-06-12 07:11:47.0"
"MRI","F_STATUS","2","Data status: Verified, Secured or Locked","CHAR","1","","","","","2017-06-12 07:11:47.0"
"MRI","CNO","3","Center Number","CHAR","4","","","","","2017-06-12 07:11:47.0"
"MRI","PATNO","4","Patient Number","CHAR","8","","","","","2017-06-12 07:11:47.0"
"MRI","EVENT_ID","5","Event Name","CHAR","8","","","","","2017-06-12 07:11:47.0"
"MRI","PAG_NAME","6","Page Name","CHAR","8","","","","","2017-06-12 07:11:47.0"
"MRI","INFODT","7","Event Date","DATE","","","","","","2017-06-12 07:11:47.0"
"MRI","MRICMPLT","8","Brain MRI was completed","CHAR","1","","","","CMPLT2","2017-06-12 07:11:47.0"
"MRI","MRIDT","9","Date Brain MRI performed","DATE","","","","","","2017-06-12 07:11:47.0"
"MRI","MRIWDTI","10","DTI MRI Scan","CHAR","1","","","","YN","2017-06-12 07:11:47.0"
"MRI","MRIWRSS","11","MRI with resting state sequences","CHAR","1","","","","YN","2017-06-12 07:11:47.0"
"MRI","MRIRSSDF","12","MRI resting state seq-diff day PDmed use","CHAR","1","","","","YN","2017-06-12 07:11:47.0"
"MRI","PDMEDYN","13","Is subject on medication for PD","CHAR","1","","","","YN","2017-06-12 07:11:47.0"
"MRI","ONLDOPA","14","Is subject taking Levodopa","CHAR","1","","","","CHECKBOX","2017-06-12 07:11:47.0"
"MRI","ONDOPAG","15","Is subject taking a Dopamine Agonist","CHAR","1","","","","CHECKBOX","2017-06-12 07:11:47.0"
"MRI","ONOTHER","16","Is subject taking some other medication","CHAR","1","","","","CHECKBOX","2017-06-12 07:11:47.0"
"MRI","PDMEDDT","17","Date of most recent PD med dose","DATE","","","","","","2017-06-12 07:11:47.0"
"MRI","PDMEDTM","18","Time of most recent PD med dose","TIME","","","","","","2017-06-12 07:11:47.0"
"MRI","MRIXFRYN","19","MRI data transfer","CHAR","1","","","","YN","2017-06-12 07:11:47.0"
"MRI","MRIRSLT","20","MRI results","CHAR","1","","","","NORMABCS","2017-06-12 07:11:47.0"
"MRI","COMM","21","Comments","CHAR","240","","","","","2017-06-12 07:11:47.0"
"MRI","ORIG_ENTRY","101","Date of original data entry","DATE","","","","","","2017-06-12 07:11:47.0"
"MRI","LAST_UPDATE","102","Date of most recent update to record","DATE","","","","","","2017-06-12 07:11:47.0"
"MRI","QUERY","103","Any open/pending queries on this record","NUMBER","8","","","","","2017-06-12 07:11:47.0"
"MRI","SITE_APRV","104","Date site approved the data","DATE","","","","","","2017-06-12 07:11:47.0"
"MUTASGN","","0","Cohort Assigned based on Mutation Result","","","","","","","2017-06-12 07:11:47.0"
"MUTASGN","REC_ID","1","Record ID","NUMBER","12","0","","","","2017-06-12 07:11:47.0"
"MUTASGN","F_STATUS","2","Data status: Verified, Secured or Locked","CHAR","1","","","","","2017-06-12 07:11:47.0"
"MUTASGN","CNO","3","Center Number","CHAR","4","","","","","2017-06-12 07:11:47.0"
"MUTASGN","PATNO","4","Patient Number","CHAR","8","","","","","2017-06-12 07:11:47.0"
"MUTASGN","EVENT_ID","5","Event Name","CHAR","8","","","","","2017-06-12 07:11:47.0"
"MUTASGN","PAG_NAME","6","Page Name","CHAR","8","","","","","2017-06-12 07:11:47.0"
"MUTASGN","INFODT","7","Event Date","DATE","","","","","","2017-06-12 07:11:47.0"
"MUTASGN","ASGNCAT","8","Assigned Category","CHAR","1","","","","RSLTAPDX","2017-06-12 07:11:47.0"
"MUTASGN","ORIG_ENTRY","101","Date of original data entry","DATE","","","","","","2017-06-12 07:11:47.0"
"MUTASGN","LAST_UPDATE","102","Date of most recent update to record","DATE","","","","","","2017-06-12 07:11:47.0"
"MUTASGN","QUERY","103","Any open/pending queries on this record","NUMBER","8","","","","","2017-06-12 07:11:47.0"
"MUTASGN","SITE_APRV","104","Date site approved the data","DATE","","","","","","2017-06-12 07:11:47.0"
"MUTRSLT","","0","Genetic Testing Results","","","","","","","2017-06-12 07:11:46.0"
"MUTRSLT","REC_ID","1","Record ID","NUMBER","12","0","","","","2017-06-12 07:11:46.0"
"MUTRSLT","F_STATUS","2","Data status: Verified, Secured or Locked","CHAR","1","","","","","2017-06-12 07:11:46.0"
"MUTRSLT","CNO","3","Center Number","CHAR","4","","","","","2017-06-12 07:11:46.0"
"MUTRSLT","PATNO","4","Patient Number","CHAR","8","","","","","2017-06-12 07:11:46.0"
"MUTRSLT","EVENT_ID","5","Event Name","CHAR","8","","","","","2017-06-12 07:11:46.0"
"MUTRSLT","PAG_NAME","6","Page Name","CHAR","8","","","","","2017-06-12 07:11:46.0"
"MUTRSLT","INFODT","7","Event Date","DATE","","","","","","2017-06-12 07:11:46.0"
"MUTRSLT","SEQ_NO","8","Sequence Number","NUMBER","8","0","","","","2017-06-12 07:11:46.0"
"MUTRSLT","GENECAT","9","Gene Category","CHAR","1","","","","GENECAT","2017-06-12 07:11:46.0"
"MUTRSLT","LRRKCD","10","LRRK2 Mutation Code","CHAR","2","","","","LRRKCD","2017-06-12 07:11:46.0"
"MUTRSLT","SNCACD","11","SNCA Mutation Code","CHAR","2","","","","SNCACD","2017-06-12 07:11:46.0"
"MUTRSLT","GBACD","12","GBA Mutation Code","CHAR","2","","","","GBACD","2017-06-12 07:11:46.0"
"MUTRSLT","MUTRSLT","13","Mutation Result","CHAR","1","","","","POSNEG01","2017-06-12 07:11:46.0"
"MUTRSLT","ALLELST","14","Allele Status","CHAR","1","","","","ALLELST","2017-06-12 07:11:46.0"
"MUTRSLT","UPSRQ","15","UP-SRQ Score","CHAR","1","","","","UPSRQ","2017-06-12 07:11:46.0"
"MUTRSLT","ORIG_ENTRY","101","Date of original data entry","DATE","","","","","","2017-06-12 07:11:46.0"
"MUTRSLT","LAST_UPDATE","102","Date of most recent update to record","DATE","","","","","","2017-06-12 07:11:46.0"
"MUTRSLT","QUERY","103","Any open/pending queries on this record","NUMBER","8","","","","","2017-06-12 07:11:46.0"
"MUTRSLT","SITE_APRV","104","Date site approved the data","DATE","","","","","","2017-06-12 07:11:46.0"
"MUTSTAT","","0","Subject Participation Status","","","","","","","2017-06-12 07:11:46.0"
"MUTSTAT","REC_ID","1","Record ID","NUMBER","12","0","","","","2017-06-12 07:11:46.0"
"MUTSTAT","F_STATUS","2","Data status: Verified, Secured or Locked","CHAR","1","","","","","2017-06-12 07:11:46.0"
"MUTSTAT","CNO","3","Center Number","CHAR","4","","","","","2017-06-12 07:11:46.0"
"MUTSTAT","PATNO","4","Patient Number","CHAR","8","","","","","2017-06-12 07:11:46.0"
"MUTSTAT","EVENT_ID","5","Event Name","CHAR","8","","","","","2017-06-12 07:11:46.0"
"MUTSTAT","PAG_NAME","6","Page Name","CHAR","8","","","","","2017-06-12 07:11:46.0"
"MUTSTAT","INFODT","7","Event Date","DATE","","","","","","2017-06-12 07:11:46.0"
"MUTSTAT","SBJIDSTE","8","Was subject identified by the site","CHAR","1","","","","YN","2017-06-12 07:11:46.0"
